ID	Participant	Condition	Word	Cognate	TrialNumberRaw	PreTestRaw	GermanKnown	TestingMoment	RetentionInterval	KnownBefore	MeanTime	Score	Phonemes	PhonemesCorrectRelative	PhonemesIncorrectRelative	ExtraPhonemes	Memory	Lextale	Proficiency	YearsOfDutch	Age	Exposure	HowManyOtherLanguages
1kruk	1	Experimental	kruk	Cognate	12	9	Yes	Pre	3	No		0	4	4	0	0	84	80	3	1.5	21	3.666666667	3
1aambeeld	1	Experimental	aambeeld	Cognate	16	h	Yes	Pre	3	No		0	6	0	6	0	84	80	3	1.5	21	3.666666667	3
1gieter	1	Experimental	gieter	Cognate	28	9	Yes	Pre	7	No		0	5	5	0	0	84	80	3	1.5	21	3.666666667	3
1hengel	1	Experimental	hengel	Cognate	32	9	Yes	Pre	7	No		0	5	4	1	0	84	80	3	1.5	21	3.666666667	3
1zeis	1	Experimental	zeis	Cognate	40	9	Yes	Pre	3	No		0	3	3	0	0	84	80	3	1.5	21	3.666666667	3
1schroef	1	Experimental	schroef	Cognate	42	8	Yes	Pre	7	Yes		0	5	5	0	0	84	80	3	1.5	21	3.666666667	3
1tooi	1	Experimental	tooi	Non-cognate	12	9		Pre	3	No		0	3	3	0	0	84	80	3	1.5	21	3.666666667	3
1waaier	1	Experimental	waaier	Non-cognate	16	9		Pre	3	No		0	5	5	0	0	84	80	3	1.5	21	3.666666667	3
1speldje	1	Experimental	speldje	Non-cognate	28	9		Pre	7	No		0	7	7	0	0	84	80	3	1.5	21	3.666666667	3
1veter	1	Experimental	veter	Non-cognate	32	8		Pre	7	No		0	5	0	5	0	84	80	3	1.5	21	3.666666667	3
1slab	1	Experimental	slab	Non-cognate	40	9		Pre	3	No		0	4	0	4	0	84	80	3	1.5	21	3.666666667	3
1gesp	1	Experimental	gesp	Non-cognate	42	9		Pre	7	No		0	4	0	4	0	84	80	3	1.5	21	3.666666667	3
1zwemvleugel	1	Experimental	zwemvleugel	Cognate	12	9	Yes	Pre	3	No		0	10	10	0	0	84	80	3	1.5	21	3.666666667	3
1stelt	1	Experimental	stelt	Cognate	16	9	Yes	Pre	3	No		0	5	0	5	0	84	80	3	1.5	21	3.666666667	3
1stokpaard	1	Experimental	stokpaard	Cognate	28	9	Yes	Pre	7	No		0	8	8	0	0	84	80	3	1.5	21	3.666666667	3
1tamboerijn	1	Experimental	tamboerijn	Cognate	32	9	Yes	Pre	7	No		0	8	0	8	0	84	80	3	1.5	21	3.666666667	3
1peddel	1	Experimental	peddel	Cognate	40	9	Yes	Pre	3	No		0	5	5	0	0	84	80	3	1.5	21	3.666666667	3
1wip	1	Experimental	wip	Cognate	42	9	Yes	Pre	7	No		0	3	0	3	0	84	80	3	1.5	21	3.666666667	3
1kooi	1	Experimental	kooi	Non-cognate	12	9		Pre	3	No		0	3	3	0	0	84	80	3	1.5	21	3.666666667	3
1dienblad	1	Experimental	dienblad	Non-cognate	16	8		Pre	3	Yes		0	7	7	0	0	84	80	3	1.5	21	3.666666667	3
1garde	1	Experimental	garde	Non-cognate	28	9		Pre	7	No		0	5	0	5	0	84	80	3	1.5	21	3.666666667	3
1vergiet	1	Experimental	vergiet	Non-cognate	32	9		Pre	7	No		0	6	6	0	0	84	80	3	1.5	21	3.666666667	3
1lessenaar	1	Experimental	lessenaar	Non-cognate	40	9		Pre	3	No		0	7	7	0	0	84	80	3	1.5	21	3.666666667	3
1stolp	1	Experimental	stolp	Non-cognate	42	9		Pre	7	No		0	5	0	5	0	84	80	3	1.5	21	3.666666667	3
2buis	2	Experimental	buis	Non-cognate	12	7		Pre	3	Yes		0	3	0	3	0	74	80	4	8	28	3.333333333	2
2vijzel	2	Experimental	vijzel	Non-cognate	16	9		Pre	3	No		0	5	5	0	0	74	80	4	8	28	3.333333333	2
2klos	2	Experimental	klos	Non-cognate	28	8		Pre	7	No		0	4	0	4	0	74	80	4	8	28	3.333333333	2
2passer	2	Experimental	passer	Non-cognate	32	g		Pre	7	No		0	5	0	5	0	74	80	4	8	28	3.333333333	2
2kruiwagen	2	Experimental	kruiwagen	Non-cognate	40	h		Pre	3	No		0	7	7	0	0	74	80	4	8	28	3.333333333	2
2dobber	2	Experimental	dobber	Non-cognate	42	9		Pre	7	No		0	5	5	0	0	74	80	4	8	28	3.333333333	2
2tulband	2	Experimental	tulband	Cognate	12	9	Yes	Pre	3	No		0	7	0	7	0	74	80	4	8	28	3.333333333	2
2kraag	2	Experimental	kraag	Cognate	16	h	Yes	Pre	3	Yes		0	4	4	0	0	74	80	4	8	28	3.333333333	2
2rits	2	Experimental	rits	Cognate	28	8	Yes	Pre	7	Yes		0	4	4	0	0	74	80	4	8	28	3.333333333	2
2pruik	2	Experimental	pruik	Cognate	32	6	Yes	Pre	7	No		0	4	4	0	0	74	80	4	8	28	3.333333333	2
2mijter	2	Experimental	mijter	Cognate	40	8	No	Pre	3	No		0	5	0	5	0	74	80	4	8	28	3.333333333	2
2keppel	2	Experimental	keppel	Cognate	42	8	No	Pre	7	No		0	5	0	5	0	74	80	4	8	28	3.333333333	2
2puntenslijper	2	Experimental	puntenslijper	Non-cognate	12	h		Pre	3	Yes		0	11	11	0	0	74	80	4	8	28	3.333333333	2
2speen	2	Experimental	speen	Non-cognate	16	h		Pre	3	No		0	4	4	0	0	74	80	4	8	28	3.333333333	2
2tol	2	Experimental	tol	Non-cognate	28	h		Pre	7	No		0	3	3	0	0	74	80	4	8	28	3.333333333	2
2sambabal	2	Experimental	sambabal	Non-cognate	32	h		Pre	7	No		0	8	8	0	0	74	80	4	8	28	3.333333333	2
2slinger	2	Experimental	slinger	Non-cognate	40	9		Pre	3	No		0	6	0	6	0	74	80	4	8	28	3.333333333	2
2rammelaar	2	Experimental	rammelaar	Non-cognate	42	h		Pre	7	Yes		0	7	5	2	0	74	80	4	8	28	3.333333333	2
2citruspers	2	Experimental	citruspers	Cognate	12	9	Yes	Pre	3	No		0	10	10	0	0	74	80	4	8	28	3.333333333	2
2slang	2	Experimental	slang	Cognate	16	h	Yes	Pre	3	Yes		0	4	4	0	0	74	80	4	8	28	3.333333333	2
2servet	2	Experimental	servet	Cognate	28	h	Yes	Pre	7	Yes		0	6	5	1	-1	74	80	4	8	28	3.333333333	2
2stamper	2	Experimental	stamper	Cognate	32	9	Yes	Pre	7	No		0	7	7	0	0	74	80	4	8	28	3.333333333	2
2lantaarn	2	Experimental	lantaarn	Cognate	40	5	Yes	Pre	3	No		0	7	4	3	0	74	80	4	8	28	3.333333333	2
2stofzuiger	2	Experimental	stofzuiger	Cognate	42	h	Yes	Pre	7	Yes		0	9	9	0	0	74	80	4	8	28	3.333333333	2
3hengel	3	Experimental	hengel	Cognate	12	9	Yes	Pre	3	No		0	5	0	5	0	78	72.5	3	2	25	2.666666667	3
3gieter	3	Experimental	gieter	Cognate	16	9	Yes	Pre	3	No		0	5	5	0	0	78	72.5	3	2	25	2.666666667	3
3zaag	3	Experimental	zaag	Cognate	28	9	Yes	Pre	7	Yes		0	3	0	3	0	78	72.5	3	2	25	2.666666667	3
3zeis	3	Experimental	zeis	Cognate	32	9	Yes	Pre	7	No		0	3	0	3	0	78	72.5	3	2	25	2.666666667	3
3schroef	3	Experimental	schroef	Cognate	40	h	Yes	Pre	3	Yes		0	5	0	5	0	78	72.5	3	2	25	2.666666667	3
3aambeeld	3	Experimental	aambeeld	Cognate	42	h	Yes	Pre	7	Yes		0	6	6	0	0	78	72.5	3	2	25	2.666666667	3
3gesp	3	Experimental	gesp	Non-cognate	12	7		Pre	3	No		0	4	0	4	0	78	72.5	3	2	25	2.666666667	3
3veter	3	Experimental	veter	Non-cognate	16	9		Pre	3	No		0	5	0	5	0	78	72.5	3	2	25	2.666666667	3
3slab	3	Experimental	slab	Non-cognate	28	9		Pre	7	No		0	4	0	4	0	78	72.5	3	2	25	2.666666667	3
3waaier	3	Experimental	waaier	Non-cognate	32	9		Pre	7	No		0	5	5	0	0	78	72.5	3	2	25	2.666666667	3
3speldje	3	Experimental	speldje	Non-cognate	40	3		Pre	3	Yes		0	7	0	7	0	78	72.5	3	2	25	2.666666667	3
3tooi	3	Experimental	tooi	Non-cognate	42	9		Pre	7	No		0	3	3	0	0	78	72.5	3	2	25	2.666666667	3
3stokpaard	3	Experimental	stokpaard	Cognate	12	9	Yes	Pre	3	No		0	8	8	0	0	78	72.5	3	2	25	2.666666667	3
3wip	3	Experimental	wip	Cognate	16	9	Yes	Pre	3	Yes		0	3	3	0	0	78	72.5	3	2	25	2.666666667	3
3zwemvleugel	3	Experimental	zwemvleugel	Cognate	28	9	Yes	Pre	7	Yes		0	10	10	0	0	78	72.5	3	2	25	2.666666667	3
3stelt	3	Experimental	stelt	Cognate	32	9	Yes	Pre	7	Yes		0	5	5	0	0	78	72.5	3	2	25	2.666666667	3
3tamboerijn	3	Experimental	tamboerijn	Cognate	40	g	Yes	Pre	3	Yes		0	8	8	0	0	78	72.5	3	2	25	2.666666667	3
3knuffel	3	Experimental	knuffel	Cognate	42	9	Yes	Pre	7	Yes		0	6	6	0	0	78	72.5	3	2	25	2.666666667	3
3rietje	3	Experimental	rietje	Non-cognate	12	7		Pre	3	Yes		0	5	5	0	0	78	72.5	3	2	25	2.666666667	3
3garde	3	Experimental	garde	Non-cognate	16	7		Pre	3	Yes		0	5	0	5	0	78	72.5	3	2	25	2.666666667	3
3kooi	3	Experimental	kooi	Non-cognate	28	9		Pre	7	Yes		0	3	0	3	0	78	72.5	3	2	25	2.666666667	3
3broodrooster	3	Experimental	broodrooster	Non-cognate	32	g		Pre	7	Yes		0	10	10	0	0	78	72.5	3	2	25	2.666666667	3
3kapstok	3	Experimental	kapstok	Non-cognate	40	9		Pre	3	Yes		0	7	7	0	0	78	72.5	3	2	25	2.666666667	3
3lessenaar	3	Experimental	lessenaar	Non-cognate	42	9		Pre	7	No		0	7	7	0	0	78	72.5	3	2	25	2.666666667	3
4passer	4	Experimental	passer	Non-cognate	12	9		Pre	3	No		0	5	0	5	0	66	71.25	4	4.5	24	3.666666667	3
4klos	4	Experimental	klos	Non-cognate	16	7		Pre	3	No		0	4	0	4	0	66	71.25	4	4.5	24	3.666666667	3
4vijzel	4	Experimental	vijzel	Non-cognate	28	9		Pre	7	No		0	5	5	0	0	66	71.25	4	4.5	24	3.666666667	3
4kwast	4	Experimental	kwast	Non-cognate	32	9		Pre	7	Yes		0	5	5	0	0	66	71.25	4	4.5	24	3.666666667	3
4dobber	4	Experimental	dobber	Non-cognate	40	9		Pre	3	No		0	5	0	5	0	66	71.25	4	4.5	24	3.666666667	3
4kruiwagen	4	Experimental	kruiwagen	Non-cognate	42	9		Pre	7	No		0	7	0	7	0	66	71.25	4	4.5	24	3.666666667	3
4keppel	4	Experimental	keppel	Cognate	12	9	No	Pre	3	No		0	5	0	5	0	66	71.25	4	4.5	24	3.666666667	3
4pruik	4	Experimental	pruik	Cognate	16	1	Yes	Pre	3	Yes		0	4	4	0	0	66	71.25	4	4.5	24	3.666666667	3
4mijter	4	Experimental	mijter	Cognate	28	9	No	Pre	7	No		0	5	0	5	0	66	71.25	4	4.5	24	3.666666667	3
4tulband	4	Experimental	tulband	Cognate	32	5	Yes	Pre	7	No		0	7	0	7	0	66	71.25	4	4.5	24	3.666666667	3
4schort	4	Experimental	schort	Cognate	40	2	Yes	Pre	3	Yes		0	5	4	1	0	66	71.25	4	4.5	24	3.666666667	3
4staf	4	Experimental	staf	Cognate	42	3	Yes	Pre	7	Yes		0	4	4	0	0	66	71.25	4	4.5	24	3.666666667	3
4skelter	4	Experimental	skelter	Non-cognate	12	g		Pre	3	No		0	7	0	7	0	66	71.25	4	4.5	24	3.666666667	3
4sambabal	4	Experimental	sambabal	Non-cognate	16	9		Pre	3	No		0	8	0	8	0	66	71.25	4	4.5	24	3.666666667	3
4puntenslijper	4	Experimental	puntenslijper	Non-cognate	28	9		Pre	7	No		0	11	11	0	0	66	71.25	4	4.5	24	3.666666667	3
4romper	4	Experimental	romper	Non-cognate	32	9		Pre	7	No		0	6	0	6	0	66	71.25	4	4.5	24	3.666666667	3
4tol	4	Experimental	tol	Non-cognate	40	9		Pre	3	No		0	3	0	3	0	66	71.25	4	4.5	24	3.666666667	3
4slinger	4	Experimental	slinger	Non-cognate	42	9		Pre	7	Yes		0	6	6	0	0	66	71.25	4	4.5	24	3.666666667	3
4citruspers	4	Experimental	citruspers	Cognate	12	9	Yes	Pre	3	No		0	10	10	0	0	66	71.25	4	4.5	24	3.666666667	3
4kurk	4	Experimental	kurk	Cognate	16	5	Yes	Pre	3	Yes		0	4	4	0	0	66	71.25	4	4.5	24	3.666666667	3
4lantaarn	4	Experimental	lantaarn	Cognate	28	3	Yes	Pre	7	Yes		0	7	7	0	0	66	71.25	4	4.5	24	3.666666667	3
4onderzetter	4	Experimental	onderzetter	Cognate	32	9	Yes	Pre	7	Yes		0	10	10	0	0	66	71.25	4	4.5	24	3.666666667	3
4kist	4	Experimental	kist	Cognate	40	3	Yes	Pre	3	Yes		0	4	4	0	0	66	71.25	4	4.5	24	3.666666667	3
4slang	4	Experimental	slang	Cognate	42	3	Yes	Pre	7	Yes		0	4	4	0	0	66	71.25	4	4.5	24	3.666666667	3
5kooi	5	Experimental	kooi	Non-cognate	12	9		Pre	3	Yes		0	3	3	0	0	69	90	5	9.5	25	4	2
5lessenaar	5	Experimental	lessenaar	Non-cognate	16	9		Pre	3	Yes		0	7	7	0	0	69	90	5	9.5	25	4	2
5garde	5	Experimental	garde	Non-cognate	28	9		Pre	7	No		0	5	0	5	0	69	90	5	9.5	25	4	2
5stolp	5	Experimental	stolp	Non-cognate	32	9		Pre	7	No		0	5	5	0	0	69	90	5	9.5	25	4	2
5broodrooster	5	Experimental	broodrooster	Non-cognate	40	1		Pre	3	Yes		0	10	10	0	0	69	90	5	9.5	25	4	2
5dienblad	5	Experimental	dienblad	Non-cognate	42	g		Pre	7	Yes		0	7	7	0	0	69	90	5	9.5	25	4	2
5stelt	5	Experimental	stelt	Cognate	12	9	Yes	Pre	3	Yes		0	5	5	0	0	69	90	5	9.5	25	4	2
5zwemvleugel	5	Experimental	zwemvleugel	Cognate	16	1	Yes	Pre	3	Yes		0	10	10	0	0	69	90	5	9.5	25	4	2
5toverstaf	5	Experimental	toverstaf	Cognate	28	9	Yes	Pre	7	Yes		0	9	9	0	0	69	90	5	9.5	25	4	2
5gum	5	Experimental	gum	Cognate	32	8	Yes	Pre	7	Yes		0	3	3	0	0	69	90	5	9.5	25	4	2
5peddel	5	Experimental	peddel	Cognate	40	g	Yes	Pre	3	No		0	5	5	0	0	69	90	5	9.5	25	4	2
5tamboerijn	5	Experimental	tamboerijn	Cognate	42	g	Yes	Pre	7	Yes		0	8	8	0	0	69	90	5	9.5	25	4	2
5tooi	5	Experimental	tooi	Non-cognate	12	9		Pre	3	No		0	3	0	3	0	69	90	5	9.5	25	4	2
5waaier	5	Experimental	waaier	Non-cognate	16	9		Pre	3	Yes		0	5	5	0	0	69	90	5	9.5	25	4	2
5gesp	5	Experimental	gesp	Non-cognate	28	9		Pre	7	Yes		0	4	0	4	0	69	90	5	9.5	25	4	2
5speldje	5	Experimental	speldje	Non-cognate	32	8		Pre	7	Yes		0	7	7	0	0	69	90	5	9.5	25	4	2
5slab	5	Experimental	slab	Non-cognate	40	9		Pre	3	Yes		0	4	4	0	0	69	90	5	9.5	25	4	2
5veter	5	Experimental	veter	Non-cognate	42	9		Pre	7	Yes		0	5	5	0	0	69	90	5	9.5	25	4	2
5heggenschaar	5	Experimental	heggenschaar	Cognate	12	4	Yes	Pre	3	Yes		0	8	8	0	0	69	90	5	9.5	25	4	2
5aambeeld	5	Experimental	aambeeld	Cognate	16	g	Yes	Pre	3	No		0	6	0	6	0	69	90	5	9.5	25	4	2
5hengel	5	Experimental	hengel	Cognate	28	h	Yes	Pre	7	Yes		0	5	5	0	0	69	90	5	9.5	25	4	2
5klapper	5	Experimental	klapper	Cognate	32	9	Yes	Pre	7	Yes		0	6	6	0	0	69	90	5	9.5	25	4	2
5zeis	5	Experimental	zeis	Cognate	40	h	Yes	Pre	3	No		0	3	3	0	0	69	90	5	9.5	25	4	2
5schroef	5	Experimental	schroef	Cognate	42	1	Yes	Pre	7	Yes		0	5	5	0	0	69	90	5	9.5	25	4	2
6lantaarn	6	Experimental	lantaarn	Cognate	12	9	Yes	Pre	3	No		0	7	0	7	0	70	56.25	2	1.5	21	3.666666667	1
6slang	6	Experimental	slang	Cognate	16	9	Yes	Pre	3	No		0	4	4	0	0	70	56.25	2	1.5	21	3.666666667	1
6wafelijzer	6	Experimental	wafelijzer	Cognate	28	9	Yes	Pre	7	No		0	9	0	9	0	70	56.25	2	1.5	21	3.666666667	1
6servet	6	Experimental	servet	Cognate	32	8	Yes	Pre	7	Yes		0	6	6	0	0	70	56.25	2	1.5	21	3.666666667	1
6onderzetter	6	Experimental	onderzetter	Cognate	40	9	Yes	Pre	3	Yes		0	10	10	0	0	70	56.25	2	1.5	21	3.666666667	1
6kurk	6	Experimental	kurk	Cognate	42	9	Yes	Pre	7	Yes		0	4	4	0	0	70	56.25	2	1.5	21	3.666666667	1
6puntenslijper	6	Experimental	puntenslijper	Non-cognate	12	9		Pre	3	Yes		0	11	0	11	0	70	56.25	2	1.5	21	3.666666667	1
6slinger	6	Experimental	slinger	Non-cognate	16	9		Pre	3	No		0	6	6	0	0	70	56.25	2	1.5	21	3.666666667	1
6skelter	6	Experimental	skelter	Non-cognate	28	7		Pre	7	No		0	7	0	7	0	70	56.25	2	1.5	21	3.666666667	1
6tol	6	Experimental	tol	Non-cognate	32	9		Pre	7	No		0	3	0	3	0	70	56.25	2	1.5	21	3.666666667	1
6speen	6	Experimental	speen	Non-cognate	40	9		Pre	3	No		0	4	0	4	0	70	56.25	2	1.5	21	3.666666667	1
6sambabal	6	Experimental	sambabal	Non-cognate	42	9		Pre	7	No		0	8	8	0	0	70	56.25	2	1.5	21	3.666666667	1
6mijter	6	Experimental	mijter	Cognate	12	9	No	Pre	3	No		0	5	0	5	0	70	56.25	2	1.5	21	3.666666667	1
6kraag	6	Experimental	kraag	Cognate	16	9	Yes	Pre	3	No		0	4	4	0	0	70	56.25	2	1.5	21	3.666666667	1
6keppel	6	Experimental	keppel	Cognate	28	9	Yes	Pre	7	No		0	5	5	0	0	70	56.25	2	1.5	21	3.666666667	1
6pruik	6	Experimental	pruik	Cognate	32	9	Yes	Pre	7	No		0	4	2	2	-1	70	56.25	2	1.5	21	3.666666667	1
6tulband	6	Experimental	tulband	Cognate	40	9	Yes	Pre	3	No		0	7	0	7	0	70	56.25	2	1.5	21	3.666666667	1
6schort	6	Experimental	schort	Cognate	42	9	Yes	Pre	7	Yes		0	5	0	5	0	70	56.25	2	1.5	21	3.666666667	1
6buis	6	Experimental	buis	Non-cognate	12	9		Pre	3	No		0	3	3	0	0	70	56.25	2	1.5	21	3.666666667	1
6vijzel	6	Experimental	vijzel	Non-cognate	16	h		Pre	3	No		0	5	0	5	0	70	56.25	2	1.5	21	3.666666667	1
6spijker	6	Experimental	spijker	Non-cognate	28	9		Pre	7	No		0	6	0	6	0	70	56.25	2	1.5	21	3.666666667	1
6klos	6	Experimental	klos	Non-cognate	32	h		Pre	7	No		0	4	0	4	0	70	56.25	2	1.5	21	3.666666667	1
6kruiwagen	6	Experimental	kruiwagen	Non-cognate	40	9		Pre	3	No		0	7	0	7	0	70	56.25	2	1.5	21	3.666666667	1
6passer	6	Experimental	passer	Non-cognate	42	9		Pre	7	Yes		0	5	0	5	0	70	56.25	2	1.5	21	3.666666667	1
7garde	7	Experimental	garde	Non-cognate	12	9		Pre	3	No		0	5	0	5	0	83	73.75	4	5	27	2.666666667	1
7rietje	7	Experimental	rietje	Non-cognate	16	9		Pre	3	No		0	5	0	5	0	83	73.75	4	5	27	2.666666667	1
7broodrooster	7	Experimental	broodrooster	Non-cognate	28	g		Pre	7	No		0	10	0	10	0	83	73.75	4	5	27	2.666666667	1
7lessenaar	7	Experimental	lessenaar	Non-cognate	32	9		Pre	7	No		0	7	7	0	0	83	73.75	4	5	27	2.666666667	1
7kapstok	7	Experimental	kapstok	Non-cognate	40	9		Pre	3	Yes		0	7	7	0	0	83	73.75	4	5	27	2.666666667	1
7kooi	7	Experimental	kooi	Non-cognate	42	9		Pre	7	Yes		0	3	0	3	0	83	73.75	4	5	27	2.666666667	1
7stokpaard	7	Experimental	stokpaard	Cognate	12	6	Yes	Pre	3	No		0	8	8	0	0	83	73.75	4	5	27	2.666666667	1
7tamboerijn	7	Experimental	tamboerijn	Cognate	16	9	Yes	Pre	3	No		0	8	8	0	0	83	73.75	4	5	27	2.666666667	1
7knuffel	7	Experimental	knuffel	Cognate	28	9	Yes	Pre	7	Yes		0	6	6	0	0	83	73.75	4	5	27	2.666666667	1
7stelt	7	Experimental	stelt	Cognate	32	9	No	Pre	7	No		0	5	0	5	0	83	73.75	4	5	27	2.666666667	1
7wip	7	Experimental	wip	Cognate	40	9	Yes	Pre	3	No		0	3	3	0	0	83	73.75	4	5	27	2.666666667	1
7zwemvleugel	7	Experimental	zwemvleugel	Cognate	42	9	Yes	Pre	7	No		0	10	10	0	0	83	73.75	4	5	27	2.666666667	1
7speldje	7	Experimental	speldje	Non-cognate	12	9		Pre	3	No		0	7	0	7	0	83	73.75	4	5	27	2.666666667	1
7veter	7	Experimental	veter	Non-cognate	16	9		Pre	3	No		0	5	0	5	0	83	73.75	4	5	27	2.666666667	1
7tooi	7	Experimental	tooi	Non-cognate	28	9		Pre	7	No		0	3	0	3	0	83	73.75	4	5	27	2.666666667	1
7slab	7	Experimental	slab	Non-cognate	32	9		Pre	7	No		0	4	0	4	0	83	73.75	4	5	27	2.666666667	1
7gesp	7	Experimental	gesp	Non-cognate	40	9		Pre	3	No		0	4	0	4	0	83	73.75	4	5	27	2.666666667	1
7waaier	7	Experimental	waaier	Non-cognate	42	9		Pre	7	No		0	5	5	0	0	83	73.75	4	5	27	2.666666667	1
7hengel	7	Experimental	hengel	Cognate	12	g	Yes	Pre	3	No		0	5	5	0	0	83	73.75	4	5	27	2.666666667	1
7klapper	7	Experimental	klapper	Cognate	16	6	Yes	Pre	3	No		0	6	6	0	0	83	73.75	4	5	27	2.666666667	1
7vijl	7	Experimental	vijl	Cognate	28	9	No	Pre	7	No		0	3	0	3	0	83	73.75	4	5	27	2.666666667	1
7aambeeld	7	Experimental	aambeeld	Cognate	32	h	Yes	Pre	7	No		0	6	6	0	0	83	73.75	4	5	27	2.666666667	1
7gieter	7	Experimental	gieter	Cognate	40	8	Yes	Pre	3	Yes		0	5	5	0	0	83	73.75	4	5	27	2.666666667	1
7zeis	7	Experimental	zeis	Cognate	42	h	Yes	Pre	7	No		0	3	3	0	0	83	73.75	4	5	27	2.666666667	1
8stamper	8	Experimental	stamper	Cognate	12	9	Yes	Pre	3	Yes		0	7	5	2	0	75	78.75	4	4.5	28	3.666666667	2
8kurk	8	Experimental	kurk	Cognate	16	6	Yes	Pre	3	No		0	4	4	0	0	75	78.75	4	4.5	28	3.666666667	2
8lantaarn	8	Experimental	lantaarn	Cognate	28	9	Yes	Pre	7	No		0	7	4	3	0	75	78.75	4	4.5	28	3.666666667	2
8schort	8	Experimental	schort	Cognate	32	9	Yes	Pre	7	Yes		0	5	3	2	0	75	78.75	4	4.5	28	3.666666667	2
8servet	8	Experimental	servet	Cognate	40	5	Yes	Pre	3	Yes		0	6	5	1	-1	75	78.75	4	4.5	28	3.666666667	2
8onderzetter	8	Experimental	onderzetter	Cognate	42	9	Yes	Pre	7	Yes		0	10	10	0	0	75	78.75	4	4.5	28	3.666666667	2
8skelter	8	Experimental	skelter	Non-cognate	12	8		Pre	3	No		0	7	0	7	0	75	78.75	4	4.5	28	3.666666667	2
8tol	8	Experimental	tol	Non-cognate	16	9		Pre	3	No		0	3	3	0	0	75	78.75	4	4.5	28	3.666666667	2
8romper	8	Experimental	romper	Non-cognate	28	9		Pre	7	No		0	6	0	6	0	75	78.75	4	4.5	28	3.666666667	2
8puntenslijper	8	Experimental	puntenslijper	Non-cognate	32	9		Pre	7	No		0	11	11	0	0	75	78.75	4	4.5	28	3.666666667	2
8sambabal	8	Experimental	sambabal	Non-cognate	40	9		Pre	3	No		0	8	8	0	0	75	78.75	4	4.5	28	3.666666667	2
8slinger	8	Experimental	slinger	Non-cognate	42	9		Pre	7	No		0	6	6	0	0	75	78.75	4	4.5	28	3.666666667	2
8keppel	8	Experimental	keppel	Cognate	12	9	No	Pre	3	No		0	5	5	0	0	75	78.75	4	4.5	28	3.666666667	2
8staf	8	Experimental	staf	Cognate	16	9	Yes	Pre	3	Yes		0	4	4	0	0	75	78.75	4	4.5	28	3.666666667	2
8tulband	8	Experimental	tulband	Cognate	28	h	Yes	Pre	7	No		0	7	0	7	0	75	78.75	4	4.5	28	3.666666667	2
8mijter	8	Experimental	mijter	Cognate	32	9	No	Pre	7	No		0	5	0	5	0	75	78.75	4	4.5	28	3.666666667	2
8rits	8	Experimental	rits	Cognate	40	8	Yes	Pre	3	Yes		0	4	4	0	0	75	78.75	4	4.5	28	3.666666667	2
8kraag	8	Experimental	kraag	Cognate	42	9	Yes	Pre	7	No		0	4	4	0	0	75	78.75	4	4.5	28	3.666666667	2
8klos	8	Experimental	klos	Non-cognate	12	h		Pre	3	No		0	4	0	4	0	75	78.75	4	4.5	28	3.666666667	2
8passer	8	Experimental	passer	Non-cognate	16	9		Pre	3	No		0	5	5	0	0	75	78.75	4	4.5	28	3.666666667	2
8kruiwagen	8	Experimental	kruiwagen	Non-cognate	28	9		Pre	7	No		0	7	7	0	0	75	78.75	4	4.5	28	3.666666667	2
8spuit	8	Experimental	spuit	Non-cognate	32	9		Pre	7	No		0	4	3	1	0	75	78.75	4	4.5	28	3.666666667	2
8spijker	8	Experimental	spijker	Non-cognate	40	7		Pre	3	Yes		0	6	6	0	0	75	78.75	4	4.5	28	3.666666667	2
8vijzel	8	Experimental	vijzel	Non-cognate	42	9		Pre	7	No		0	5	0	5	0	75	78.75	4	4.5	28	3.666666667	2
9zeis	9	Experimental	zeis	Cognate	12	9	Yes	Pre	3	No		0	3	0	3	0	83	57.5	3	0.666666667	21	3.333333333	3
9zaag	9	Experimental	zaag	Cognate	16	h	Yes	Pre	3	Yes		0	3	3	0	0	83	57.5	3	0.666666667	21	3.333333333	3
9hengel	9	Experimental	hengel	Cognate	28	g	Yes	Pre	7	No		0	5	0	5	0	83	57.5	3	0.666666667	21	3.333333333	3
9schroef	9	Experimental	schroef	Cognate	32	h	Yes	Pre	7	Yes		0	5	0	5	0	83	57.5	3	0.666666667	21	3.333333333	3
9aambeeld	9	Experimental	aambeeld	Cognate	40	9	No	Pre	3	No		0	6	0	6	0	83	57.5	3	0.666666667	21	3.333333333	3
9gieter	9	Experimental	gieter	Cognate	42	h	Yes	Pre	7	No		0	5	2	3	-1	83	57.5	3	0.666666667	21	3.333333333	3
9slab	9	Experimental	slab	Non-cognate	12	9		Pre	3	No		0	4	4	0	0	83	57.5	3	0.666666667	21	3.333333333	3
9waaier	9	Experimental	waaier	Non-cognate	16	h		Pre	3	No		0	5	0	5	0	83	57.5	3	0.666666667	21	3.333333333	3
9gesp	9	Experimental	gesp	Non-cognate	28	9		Pre	7	No		0	4	0	4	0	83	57.5	3	0.666666667	21	3.333333333	3
9hes	9	Experimental	hes	Non-cognate	32	9		Pre	7	No		0	3	0	3	0	83	57.5	3	0.666666667	21	3.333333333	3
9kous	9	Experimental	kous	Non-cognate	40	9		Pre	3	No		0	3	0	3	0	83	57.5	3	0.666666667	21	3.333333333	3
9veter	9	Experimental	veter	Non-cognate	42	h		Pre	7	No		0	5	0	5	0	83	57.5	3	0.666666667	21	3.333333333	3
