ID	Participant	Condition	Word	Cognate	TrialNumberRaw	PreTestRaw	GermanKnown	TestingMoment	RetentionInterval	KnownBefore	MeanTime	Score	Phonemes	PhonemesCorrectRelative	PhonemesIncorrectRelative	ExtraPhonemes	Memory	Lextale	Proficiency	YearsOfDutch	Age	Exposure	HowManyOtherLanguages
23slab	23	Experimental	slab	Non-cognate	72	9		Main4	7	No		0	4	0	4	0	80	75	3	4	24	2.666666667	2
23veter	23	Experimental	veter	Non-cognate	80	9		Main4	3	No		0	5	0	5	0	80	75	3	4	24	2.666666667	2
23waaier	23	Experimental	waaier	Non-cognate	82	h		Main4	7	No		1	5	5	0	0	80	75	3	4	24	2.666666667	2
23schroef	23	Experimental	schroef	Cognate	52	h	Yes	Main4	3	No		0	5	0	5	0	80	75	3	4	24	2.666666667	2
23gieter	23	Experimental	gieter	Cognate	56	8	Yes	Main4	3	No		0.33	5	2	3	-1	80	75	3	4	24	2.666666667	2
23aambeeld	23	Experimental	aambeeld	Cognate	68	9	No	Main4	7	No		1	6	6	0	0	80	75	3	4	24	2.666666667	2
23zaag	23	Experimental	zaag	Cognate	72	h	Yes	Main4	7	No		0.33	3	1	2	0	80	75	3	4	24	2.666666667	2
23hengel	23	Experimental	hengel	Cognate	80	h	Yes	Main4	3	No		1	5	5	0	0	80	75	3	4	24	2.666666667	2
23zeis	23	Experimental	zeis	Cognate	82	9	No	Main4	7	No		0	3	0	3	0	80	75	3	4	24	2.666666667	2
24servet	24	Experimental	servet	Cognate	52	5	Yes	Main4	3	Yes		0.86	6	5	1	-1	74	77.5	3	4	23	4	3
24wafelijzer	24	Experimental	wafelijzer	Cognate	56	9	Yes	Main4	3	No		1	9	9	0	0	74	77.5	3	4	23	4	3
24lantaarn	24	Experimental	lantaarn	Cognate	68	9	Yes	Main4	7	Yes		1	7	7	0	0	74	77.5	3	4	23	4	3
24bezem	24	Experimental	bezem	Cognate	72	8	Yes	Main4	7	Yes		1	5	5	0	0	74	77.5	3	4	23	4	3
24kurk	24	Experimental	kurk	Cognate	80	6	Yes	Main4	3	No		1	4	4	0	0	74	77.5	3	4	23	4	3
24onderzetter	24	Experimental	onderzetter	Cognate	82	6	Yes	Main4	7	No		1	10	10	0	0	74	77.5	3	4	23	4	3
24skelter	24	Experimental	skelter	Non-cognate	52	g		Main4	3	No		0.57	7	4	3	0	74	77.5	3	4	23	4	3
24sambabal	24	Experimental	sambabal	Non-cognate	56	9		Main4	3	No		1	8	8	0	0	74	77.5	3	4	23	4	3
24speen	24	Experimental	speen	Non-cognate	68	h		Main4	7	No		0	4	0	4	0	74	77.5	3	4	23	4	3
24puntenslijper	24	Experimental	puntenslijper	Non-cognate	72	9		Main4	7	No		0.36	11	4	7	0	74	77.5	3	4	23	4	3
24tol	24	Experimental	tol	Non-cognate	80	9		Main4	3	No		0	3	0	3	0	74	77.5	3	4	23	4	3
24slinger	24	Experimental	slinger	Non-cognate	82	h		Main4	7	No		1	6	6	0	0	74	77.5	3	4	23	4	3
24schort	24	Experimental	schort	Cognate	52	9	Yes	Main4	3	No		0	5	0	5	0	74	77.5	3	4	23	4	3
24mijter	24	Experimental	mijter	Cognate	56	9	No	Main4	3	No		0	5	0	5	0	74	77.5	3	4	23	4	3
24tulband	24	Experimental	tulband	Cognate	68	9	Yes	Main4	7	No		0.71	7	5	2	0	74	77.5	3	4	23	4	3
24rits	24	Experimental	rits	Cognate	72	9	Yes	Main4	7	Yes		1	4	4	0	0	74	77.5	3	4	23	4	3
24keppel	24	Experimental	keppel	Cognate	80	9	Yes	Main4	3	No		0	5	0	5	0	74	77.5	3	4	23	4	3
24kraag	24	Experimental	kraag	Cognate	82	9	Yes	Main4	7	No		1	4	4	0	0	74	77.5	3	4	23	4	3
24klos	24	Experimental	klos	Non-cognate	52	9		Main4	3	No		0	4	0	4	0	74	77.5	3	4	23	4	3
24passer	24	Experimental	passer	Non-cognate	56	9		Main4	3	No		1	5	5	0	0	74	77.5	3	4	23	4	3
24vijzel	24	Experimental	vijzel	Non-cognate	68	9		Main4	7	No		0	5	0	5	0	74	77.5	3	4	23	4	3
24buis	24	Experimental	buis	Non-cognate	72	9		Main4	7	No		1	3	3	0	0	74	77.5	3	4	23	4	3
24spijker	24	Experimental	spijker	Non-cognate	80	7		Main4	3	Yes		0	6	0	6	0	74	77.5	3	4	23	4	3
24kruiwagen	24	Experimental	kruiwagen	Non-cognate	82	9		Main4	7	No		1	7	7	0	0	74	77.5	3	4	23	4	3
25passer	25	Experimental	passer	Non-cognate	52	h		Main4	3	No		0	5	0	5	0	92	78.75	2	0.583333333	19	3.666666667	3
25klos	25	Experimental	klos	Non-cognate	56	h		Main4	3	No		1	4	4	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25buis	25	Experimental	buis	Non-cognate	68	9		Main4	7	Yes		0	3	0	3	0	92	78.75	2	0.583333333	19	3.666666667	3
25kruiwagen	25	Experimental	kruiwagen	Non-cognate	72	9		Main4	7	No		0.86	7	6	1	0	92	78.75	2	0.583333333	19	3.666666667	3
25spijker	25	Experimental	spijker	Non-cognate	80	8		Main4	3	No		1	6	6	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25dobber	25	Experimental	dobber	Non-cognate	82	9		Main4	7	No		0.8	5	4	1	0	92	78.75	2	0.583333333	19	3.666666667	3
25keppel	25	Experimental	keppel	Cognate	52	g	Yes	Main4	3	No		0	5	0	5	0	92	78.75	2	0.583333333	19	3.666666667	3
25schort	25	Experimental	schort	Cognate	56	9	Yes	Main4	3	No		0	5	0	5	0	92	78.75	2	0.583333333	19	3.666666667	3
25tulband	25	Experimental	tulband	Cognate	68	g	Yes	Main4	7	No		0	7	0	7	0	92	78.75	2	0.583333333	19	3.666666667	3
25rits	25	Experimental	rits	Cognate	72	9	Yes	Main4	7	No		1	4	4	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25pruik	25	Experimental	pruik	Cognate	80	9	Yes	Main4	3	No		0	4	0	4	0	92	78.75	2	0.583333333	19	3.666666667	3
25kraag	25	Experimental	kraag	Cognate	82	5	Yes	Main4	7	No		1	4	4	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25sambabal	25	Experimental	sambabal	Non-cognate	52	9		Main4	3	No		1	8	8	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25tol	25	Experimental	tol	Non-cognate	56	9		Main4	3	No		0	3	0	3	0	92	78.75	2	0.583333333	19	3.666666667	3
25speen	25	Experimental	speen	Non-cognate	68	9		Main4	7	No		0	4	0	4	0	92	78.75	2	0.583333333	19	3.666666667	3
25puntenslijper	25	Experimental	puntenslijper	Non-cognate	72	9		Main4	7	No		0	11	0	11	0	92	78.75	2	0.583333333	19	3.666666667	3
25skelter	25	Experimental	skelter	Non-cognate	80	9		Main4	3	No		1	7	7	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25slinger	25	Experimental	slinger	Non-cognate	82	h		Main4	7	No		1	6	6	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25wafelijzer	25	Experimental	wafelijzer	Cognate	52	9	Yes	Main4	3	No		1	9	9	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25kurk	25	Experimental	kurk	Cognate	56	9	Yes	Main4	3	No		1	4	4	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25slang	25	Experimental	slang	Cognate	68	9	Yes	Main4	7	No		1	4	4	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25onderzetter	25	Experimental	onderzetter	Cognate	72	9	Yes	Main4	7	No		1	10	10	0	0	92	78.75	2	0.583333333	19	3.666666667	3
25servet	25	Experimental	servet	Cognate	80	g	Yes	Main4	3	No		0.86	6	5	1	-1	92	78.75	2	0.583333333	19	3.666666667	3
25lantaarn	25	Experimental	lantaarn	Cognate	82	9	Yes	Main4	7	No		1	7	7	0	0	92	78.75	2	0.583333333	19	3.666666667	3
26vijzel	26	Experimental	vijzel	Non-cognate	52	h		Main4	3	No		1	5	5	0	0	69	58.75	3	2.5	24	2.333333333	3
26buis	26	Experimental	buis	Non-cognate	56	g		Main4	3	No		0	3	0	3	0	69	58.75	3	2.5	24	2.333333333	3
26passer	26	Experimental	passer	Non-cognate	68	h		Main4	7	No		0	5	0	5	0	69	58.75	3	2.5	24	2.333333333	3
26spijker	26	Experimental	spijker	Non-cognate	72	h		Main4	7	Yes		1	6	6	0	0	69	58.75	3	2.5	24	2.333333333	3
26kruiwagen	26	Experimental	kruiwagen	Non-cognate	80	g		Main4	3	No		1	7	7	0	0	69	58.75	3	2.5	24	2.333333333	3
26klos	26	Experimental	klos	Non-cognate	82	h		Main4	7	No		0	4	0	4	0	69	58.75	3	2.5	24	2.333333333	3
26kraag	26	Experimental	kraag	Cognate	52	h	Yes	Main4	3	No		1	4	4	0	0	69	58.75	3	2.5	24	2.333333333	3
26rits	26	Experimental	rits	Cognate	56	g	Yes	Main4	3	No		1	4	4	0	0	69	58.75	3	2.5	24	2.333333333	3
26pruik	26	Experimental	pruik	Cognate	68	g	Yes	Main4	7	No		0	4	0	4	0	69	58.75	3	2.5	24	2.333333333	3
26schort	26	Experimental	schort	Cognate	72	g	Yes	Main4	7	Yes		1	5	5	0	0	69	58.75	3	2.5	24	2.333333333	3
26tulband	26	Experimental	tulband	Cognate	80	h	Yes	Main4	3	No		0.71	7	5	2	0	69	58.75	3	2.5	24	2.333333333	3
26keppel	26	Experimental	keppel	Cognate	82	g	No	Main4	7	No		1	5	5	0	0	69	58.75	3	2.5	24	2.333333333	3
26speen	26	Experimental	speen	Non-cognate	52	g		Main4	3	No		1	4	4	0	0	69	58.75	3	2.5	24	2.333333333	3
26slinger	26	Experimental	slinger	Non-cognate	56	g		Main4	3	No		1	6	6	0	0	69	58.75	3	2.5	24	2.333333333	3
26sambabal	26	Experimental	sambabal	Non-cognate	68	9		Main4	7	No		0	8	0	8	0	69	58.75	3	2.5	24	2.333333333	3
26tol	26	Experimental	tol	Non-cognate	72	h		Main4	7	No		0	3	0	3	0	69	58.75	3	2.5	24	2.333333333	3
26puntenslijper	26	Experimental	puntenslijper	Non-cognate	80	g		Main4	3	Yes		0	11	0	11	0	69	58.75	3	2.5	24	2.333333333	3
26skelter	26	Experimental	skelter	Non-cognate	82	g		Main4	7	No		0	7	0	7	0	69	58.75	3	2.5	24	2.333333333	3
26slang	26	Experimental	slang	Cognate	52	h	Yes	Main4	3	Yes		1	4	4	0	0	69	58.75	3	2.5	24	2.333333333	3
26onderzetter	26	Experimental	onderzetter	Cognate	56	h	Yes	Main4	3	Yes		1	10	10	0	0	69	58.75	3	2.5	24	2.333333333	3
26kurk	26	Experimental	kurk	Cognate	68	g	Yes	Main4	7	Yes		1	4	4	0	0	69	58.75	3	2.5	24	2.333333333	3
26wafelijzer	26	Experimental	wafelijzer	Cognate	72	g	Yes	Main4	7	No		1	9	9	0	0	69	58.75	3	2.5	24	2.333333333	3
26lantaarn	26	Experimental	lantaarn	Cognate	80	h	Yes	Main4	3	Yes		1	7	7	0	0	69	58.75	3	2.5	24	2.333333333	3
26servet	26	Experimental	servet	Cognate	82	h	Yes	Main4	7	Yes		0.86	6	5	1	-1	69	58.75	3	2.5	24	2.333333333	3
27spijker	27	Experimental	spijker	Non-cognate	52	8		Main4	3	No		1	6	6	0	0	65	68.75	3	6	27	2.666666667	3
27passer	27	Experimental	passer	Non-cognate	56	h		Main4	3	No		0	5	0	5	0	65	68.75	3	6	27	2.666666667	3
27buis	27	Experimental	buis	Non-cognate	68	9		Main4	7	No		1	3	3	0	0	65	68.75	3	6	27	2.666666667	3
27vijzel	27	Experimental	vijzel	Non-cognate	72	h		Main4	7	No		0	5	0	5	0	65	68.75	3	6	27	2.666666667	3
27klos	27	Experimental	klos	Non-cognate	80	8		Main4	3	No		1	4	4	0	0	65	68.75	3	6	27	2.666666667	3
27kruiwagen	27	Experimental	kruiwagen	Non-cognate	82	9		Main4	7	No		1	7	7	0	0	65	68.75	3	6	27	2.666666667	3
27pruik	27	Experimental	pruik	Cognate	52	6	Yes	Main4	3	Yes		1	4	4	0	0	65	68.75	3	6	27	2.666666667	3
27schort	27	Experimental	schort	Cognate	56	9	Yes	Main4	3	No		1	5	5	0	0	65	68.75	3	6	27	2.666666667	3
27staf	27	Experimental	staf	Cognate	68	9	Yes	Main4	7	No		1	4	4	0	0	65	68.75	3	6	27	2.666666667	3
27tulband	27	Experimental	tulband	Cognate	72	9	Yes	Main4	7	No		0	7	0	7	0	65	68.75	3	6	27	2.666666667	3
27keppel	27	Experimental	keppel	Cognate	80	8	No	Main4	3	No		1	5	5	0	0	65	68.75	3	6	27	2.666666667	3
27kraag	27	Experimental	kraag	Cognate	82	8	Yes	Main4	7	No		1	4	4	0	0	65	68.75	3	6	27	2.666666667	3
27sambabal	27	Experimental	sambabal	Non-cognate	52	h		Main4	3	No		1	8	8	0	0	65	68.75	3	6	27	2.666666667	3
27skelter	27	Experimental	skelter	Non-cognate	56	h		Main4	3	No		0	7	0	7	0	65	68.75	3	6	27	2.666666667	3
27puntenslijper	27	Experimental	puntenslijper	Non-cognate	68	9		Main4	7	No		1	11	11	0	0	65	68.75	3	6	27	2.666666667	3
27slinger	27	Experimental	slinger	Non-cognate	72	h		Main4	7	Yes		1	6	6	0	0	65	68.75	3	6	27	2.666666667	3
27tol	27	Experimental	tol	Non-cognate	80	h		Main4	3	No		0	3	0	3	0	65	68.75	3	6	27	2.666666667	3
27speen	27	Experimental	speen	Non-cognate	82	9		Main4	7	No		1	4	4	0	0	65	68.75	3	6	27	2.666666667	3
27wafelijzer	27	Experimental	wafelijzer	Cognate	52	6	Yes	Main4	3	No		1	9	9	0	0	65	68.75	3	6	27	2.666666667	3
27kurk	27	Experimental	kurk	Cognate	56	h	Yes	Main4	3	No		0.75	4	3	1	0	65	68.75	3	6	27	2.666666667	3
27lantaarn	27	Experimental	lantaarn	Cognate	68	6	Yes	Main4	7	No		1	7	7	0	0	65	68.75	3	6	27	2.666666667	3
27onderzetter	27	Experimental	onderzetter	Cognate	72	9	Yes	Main4	7	No		1	10	10	0	0	65	68.75	3	6	27	2.666666667	3
27servet	27	Experimental	servet	Cognate	80	5	Yes	Main4	3	No		1	6	6	0	0	65	68.75	3	6	27	2.666666667	3
27slang	27	Experimental	slang	Cognate	82	9	Yes	Main4	7	No		1	4	4	0	0	65	68.75	3	6	27	2.666666667	3
28kooi	28	Experimental	kooi	Non-cognate	52	9		Main4	3	No		1	3	3	0	0	91	68.75	3	3	21	2	2
28lessenaar	28	Experimental	lessenaar	Non-cognate	56	9		Main4	3	No		1	7	7	0	0	91	68.75	3	3	21	2	2
28kapstok	28	Experimental	kapstok	Non-cognate	68	8		Main4	7	No		0	7	0	7	0	91	68.75	3	3	21	2	2
28rietje	28	Experimental	rietje	Non-cognate	72	9		Main4	7	No		1	5	5	0	0	91	68.75	3	3	21	2	2
28broodrooster	28	Experimental	broodrooster	Non-cognate	80	g		Main4	3	No		0	10	0	10	0	91	68.75	3	3	21	2	2
28garde	28	Experimental	garde	Non-cognate	82	9		Main4	7	No		0	5	0	5	0	91	68.75	3	3	21	2	2
28zwemvleugel	28	Experimental	zwemvleugel	Cognate	52	9	Yes	Main4	3	No		1	10	10	0	0	91	68.75	3	3	21	2	2
28stelt	28	Experimental	stelt	Cognate	56	9	Yes	Main4	3	No		0	5	0	5	0	91	68.75	3	3	21	2	2
28wip	28	Experimental	wip	Cognate	68	9	Yes	Main4	7	No		1	3	3	0	0	91	68.75	3	3	21	2	2
28tamboerijn	28	Experimental	tamboerijn	Cognate	72	9	Yes	Main4	7	No		1	8	8	0	0	91	68.75	3	3	21	2	2
28knuffel	28	Experimental	knuffel	Cognate	80	9	Yes	Main4	3	No		1	6	6	0	0	91	68.75	3	3	21	2	2
28stokpaard	28	Experimental	stokpaard	Cognate	82	9	No	Main4	7	Yes		0.56	8	4	4	-1	91	68.75	3	3	21	2	2
28waaier	28	Experimental	waaier	Non-cognate	52	9		Main4	3	No		1	5	5	0	0	91	68.75	3	3	21	2	2
28kous	28	Experimental	kous	Non-cognate	56	9		Main4	3	No		0	3	0	3	0	91	68.75	3	3	21	2	2
28veter	28	Experimental	veter	Non-cognate	68	9		Main4	7	No		0	5	0	5	0	91	68.75	3	3	21	2	2
28gesp	28	Experimental	gesp	Non-cognate	72	9		Main4	7	No		0.75	4	3	1	0	91	68.75	3	3	21	2	2
28slab	28	Experimental	slab	Non-cognate	80	9		Main4	3	No		1	4	4	0	0	91	68.75	3	3	21	2	2
28speldje	28	Experimental	speldje	Non-cognate	82	8		Main4	7	Yes		1	7	7	0	0	91	68.75	3	3	21	2	2
28zeis	28	Experimental	zeis	Cognate	52	9	Yes	Main4	3	No		1	3	3	0	0	91	68.75	3	3	21	2	2
28aambeeld	28	Experimental	aambeeld	Cognate	56	9	No	Main4	3	No		0	6	0	6	0	91	68.75	3	3	21	2	2
28schroef	28	Experimental	schroef	Cognate	68	6	Yes	Main4	7	Yes		0.8	5	4	1	0	91	68.75	3	3	21	2	2
28gieter	28	Experimental	gieter	Cognate	72	9	Yes	Main4	7	No		0	5	0	5	0	91	68.75	3	3	21	2	2
28zaag	28	Experimental	zaag	Cognate	80	9	Yes	Main4	3	No		1	3	3	0	0	91	68.75	3	3	21	2	2
28hengel	28	Experimental	hengel	Cognate	82	g	Yes	Main4	7	No		0.8	5	4	1	0	91	68.75	3	3	21	2	2
29aambeeld	29	Experimental	aambeeld	Cognate	52	7	Yes	Main4	3	No		0	6	0	6	0	95	57.5	2	1	20	3	2
29zaag	29	Experimental	zaag	Cognate	56	7	Yes	Main4	3	No		0	3	0	3	0	95	57.5	2	1	20	3	2
29gieter	29	Experimental	gieter	Cognate	68	6	Yes	Main4	7	No		1	5	5	0	0	95	57.5	2	1	20	3	2
29hengel	29	Experimental	hengel	Cognate	72	7	Yes	Main4	7	No		1	5	5	0	0	95	57.5	2	1	20	3	2
29zeis	29	Experimental	zeis	Cognate	80	7	Yes	Main4	3	No		0	3	0	3	0	95	57.5	2	1	20	3	2
29schroef	29	Experimental	schroef	Cognate	82	7	Yes	Main4	7	No		0	5	0	5	0	95	57.5	2	1	20	3	2
29kous	29	Experimental	kous	Non-cognate	52	7		Main4	3	No		0	3	0	3	0	95	57.5	2	1	20	3	2
29waaier	29	Experimental	waaier	Non-cognate	56	7		Main4	3	No		1	5	5	0	0	95	57.5	2	1	20	3	2
29veter	29	Experimental	veter	Non-cognate	68	7		Main4	7	No		0	5	0	5	0	95	57.5	2	1	20	3	2
29gesp	29	Experimental	gesp	Non-cognate	72	7		Main4	7	No		0	4	0	4	0	95	57.5	2	1	20	3	2
29slab	29	Experimental	slab	Non-cognate	80	7		Main4	3	No		1	4	4	0	0	95	57.5	2	1	20	3	2
29speldje	29	Experimental	speldje	Non-cognate	82	7		Main4	7	No		0	7	0	7	0	95	57.5	2	1	20	3	2
29toverstaf	29	Experimental	toverstaf	Cognate	52	7	Yes	Main4	3	No		1	9	9	0	0	95	57.5	2	1	20	3	2
29stelt	29	Experimental	stelt	Cognate	56	7	Yes	Main4	3	No		0	5	0	5	0	95	57.5	2	1	20	3	2
29tamboerijn	29	Experimental	tamboerijn	Cognate	68	7	Yes	Main4	7	No		1	8	8	0	0	95	57.5	2	1	20	3	2
29stokpaard	29	Experimental	stokpaard	Cognate	72	7	Yes	Main4	7	No		1	8	8	0	0	95	57.5	2	1	20	3	2
29peddel	29	Experimental	peddel	Cognate	80	7	Yes	Main4	3	No		0	5	0	5	0	95	57.5	2	1	20	3	2
29wip	29	Experimental	wip	Cognate	82	7	Yes	Main4	7	No		1	3	3	0	0	95	57.5	2	1	20	3	2
29lessenaar	29	Experimental	lessenaar	Non-cognate	52	7		Main4	3	No		1	7	7	0	0	95	57.5	2	1	20	3	2
29kooi	29	Experimental	kooi	Non-cognate	56	7		Main4	3	Yes		1	3	3	0	0	95	57.5	2	1	20	3	2
29rietje	29	Experimental	rietje	Non-cognate	68	7		Main4	7	No		0	5	0	5	0	95	57.5	2	1	20	3	2
29kapstok	29	Experimental	kapstok	Non-cognate	72	7		Main4	7	No		0	7	0	7	0	95	57.5	2	1	20	3	2
29broodrooster	29	Experimental	broodrooster	Non-cognate	80	h		Main4	3	No		1	10	10	0	0	95	57.5	2	1	20	3	2
29garde	29	Experimental	garde	Non-cognate	82	7		Main4	7	No		0	5	0	5	0	95	57.5	2	1	20	3	2
30vijzel	30	Experimental	vijzel	Non-cognate	52	9		Main4	3	No		1	5	5	0	0	91	75	2	3	22	1.666666667	3
30spuit	30	Experimental	spuit	Non-cognate	56	9		Main4	3	No		0	4	0	4	0	91	75	2	3	22	1.666666667	3
30spijker	30	Experimental	spijker	Non-cognate	68	h		Main4	7	No		1	6	6	0	0	91	75	2	3	22	1.666666667	3
30klos	30	Experimental	klos	Non-cognate	72	h		Main4	7	No		1	4	4	0	0	91	75	2	3	22	1.666666667	3
30kruiwagen	30	Experimental	kruiwagen	Non-cognate	80	9		Main4	3	No		1	7	7	0	0	91	75	2	3	22	1.666666667	3
30passer	30	Experimental	passer	Non-cognate	82	h		Main4	7	No		1	5	5	0	0	91	75	2	3	22	1.666666667	3
30tulband	30	Experimental	tulband	Cognate	52	7	Yes	Main4	3	No		1	7	7	0	0	91	75	2	3	22	1.666666667	3
30rits	30	Experimental	rits	Cognate	56	8	Yes	Main4	3	No		1	4	4	0	0	91	75	2	3	22	1.666666667	3
30pruik	30	Experimental	pruik	Cognate	68	9	Yes	Main4	7	Yes		1	4	4	0	0	91	75	2	3	22	1.666666667	3
30schort	30	Experimental	schort	Cognate	72	9	Yes	Main4	7	No		0	5	0	5	0	91	75	2	3	22	1.666666667	3
30kraag	30	Experimental	kraag	Cognate	80	9	Yes	Main4	3	No		1	4	4	0	0	91	75	2	3	22	1.666666667	3
30keppel	30	Experimental	keppel	Cognate	82	7	Yes	Main4	7	No		1	5	5	0	0	91	75	2	3	22	1.666666667	3
30slinger	30	Experimental	slinger	Non-cognate	52	9		Main4	3	No		1	6	6	0	0	91	75	2	3	22	1.666666667	3
30puntenslijper	30	Experimental	puntenslijper	Non-cognate	56	9		Main4	3	No		1	11	11	0	0	91	75	2	3	22	1.666666667	3
30sambabal	30	Experimental	sambabal	Non-cognate	68	9		Main4	7	No		1	8	8	0	0	91	75	2	3	22	1.666666667	3
30tol	30	Experimental	tol	Non-cognate	72	9		Main4	7	No		0	3	0	3	0	91	75	2	3	22	1.666666667	3
30speen	30	Experimental	speen	Non-cognate	80	9		Main4	3	No		1	4	4	0	0	91	75	2	3	22	1.666666667	3
30skelter	30	Experimental	skelter	Non-cognate	82	h		Main4	7	No		0	7	0	7	0	91	75	2	3	22	1.666666667	3
30lantaarn	30	Experimental	lantaarn	Cognate	52	9	Yes	Main4	3	No		1	7	7	0	0	91	75	2	3	22	1.666666667	3
30slang	30	Experimental	slang	Cognate	56	9	Yes	Main4	3	No		1	4	4	0	0	91	75	2	3	22	1.666666667	3
30stamper	30	Experimental	stamper	Cognate	68	9	Yes	Main4	7	No		1	7	7	0	0	91	75	2	3	22	1.666666667	3
30bezem	30	Experimental	bezem	Cognate	72	8	Yes	Main4	7	No		1	5	5	0	0	91	75	2	3	22	1.666666667	3
30onderzetter	30	Experimental	onderzetter	Cognate	80	9	Yes	Main4	3	No		1	10	10	0	0	91	75	2	3	22	1.666666667	3
30wafelijzer	30	Experimental	wafelijzer	Cognate	82	9	Yes	Main4	7	No		1	9	9	0	0	91	75	2	3	22	1.666666667	3
31gieter	31	Experimental	gieter	Cognate	52	9	Yes	Main4	3	No		1	5	5	0	0	84	58.75	4	1	19	2.666666667	2
31schroef	31	Experimental	schroef	Cognate	56	9	Yes	Main4	3	No		0	5	0	5	0	84	58.75	4	1	19	2.666666667	2
31aambeeld	31	Experimental	aambeeld	Cognate	68	9	Yes	Main4	7	No		1	6	6	0	0	84	58.75	4	1	19	2.666666667	2
31zaag	31	Experimental	zaag	Cognate	72	9	Yes	Main4	7	No		1	3	3	0	0	84	58.75	4	1	19	2.666666667	2
31hengel	31	Experimental	hengel	Cognate	80	h	Yes	Main4	3	No		1	5	5	0	0	84	58.75	4	1	19	2.666666667	2
31zeis	31	Experimental	zeis	Cognate	82	9	Yes	Main4	7	No		0	3	0	3	0	84	58.75	4	1	19	2.666666667	2
31gesp	31	Experimental	gesp	Non-cognate	52	9		Main4	3	No		0	4	0	4	0	84	58.75	4	1	19	2.666666667	2
31hes	31	Experimental	hes	Non-cognate	56	8		Main4	3	No		1	3	3	0	0	84	58.75	4	1	19	2.666666667	2
31waaier	31	Experimental	waaier	Non-cognate	68	9		Main4	7	No		1	5	5	0	0	84	58.75	4	1	19	2.666666667	2
31kous	31	Experimental	kous	Non-cognate	72	9		Main4	7	No		0	3	0	3	0	84	58.75	4	1	19	2.666666667	2
31veter	31	Experimental	veter	Non-cognate	80	8		Main4	3	No		0	5	0	5	0	84	58.75	4	1	19	2.666666667	2
31slab	31	Experimental	slab	Non-cognate	82	9		Main4	7	No		0	4	0	4	0	84	58.75	4	1	19	2.666666667	2
31tamboerijn	31	Experimental	tamboerijn	Cognate	52	h	Yes	Main4	3	Yes		1	8	8	0	0	84	58.75	4	1	19	2.666666667	2
31peddel	31	Experimental	peddel	Cognate	56	9	Yes	Main4	3	No		1	5	5	0	0	84	58.75	4	1	19	2.666666667	2
31stelt	31	Experimental	stelt	Cognate	68	8	Yes	Main4	7	No		1	5	5	0	0	84	58.75	4	1	19	2.666666667	2
31knuffel	31	Experimental	knuffel	Cognate	72	9	Yes	Main4	7	Yes		1	6	6	0	0	84	58.75	4	1	19	2.666666667	2
31wip	31	Experimental	wip	Cognate	80	9	Yes	Main4	3	No		1	3	3	0	0	84	58.75	4	1	19	2.666666667	2
31gum	31	Experimental	gum	Cognate	82	h	Yes	Main4	7	No		1	3	3	0	0	84	58.75	4	1	19	2.666666667	2
31kapstok	31	Experimental	kapstok	Non-cognate	52	9		Main4	3	No		0	7	0	7	0	84	58.75	4	1	19	2.666666667	2
31rietje	31	Experimental	rietje	Non-cognate	56	9		Main4	3	No		1	5	5	0	0	84	58.75	4	1	19	2.666666667	2
31lessenaar	31	Experimental	lessenaar	Non-cognate	68	8		Main4	7	No		0.57	7	4	3	0	84	58.75	4	1	19	2.666666667	2
31broodrooster	31	Experimental	broodrooster	Non-cognate	72	g		Main4	7	No		1	10	10	0	0	84	58.75	4	1	19	2.666666667	2
31garde	31	Experimental	garde	Non-cognate	80	9		Main4	3	No		0	5	0	5	0	84	58.75	4	1	19	2.666666667	2
31kooi	31	Experimental	kooi	Non-cognate	82	9		Main4	7	Yes		1	3	3	0	0	84	58.75	4	1	19	2.666666667	2
34onderzetter	34	Experimental	onderzetter	Cognate	52	9	Yes	Main4	3	Yes		1	10	10	0	0	80	66.25	4	4	23	3.666666667	2
34slang	34	Experimental	slang	Cognate	56	9	Yes	Main4	3	Yes		1	4	4	0	0	80	66.25	4	4	23	3.666666667	2
34bezem	34	Experimental	bezem	Cognate	68	0	Yes	Main4	7	Yes		1	5	5	0	0	80	66.25	4	4	23	3.666666667	2
34wafelijzer	34	Experimental	wafelijzer	Cognate	72	9	Yes	Main4	7	Yes		1	9	9	0	0	80	66.25	4	4	23	3.666666667	2
34lantaarn	34	Experimental	lantaarn	Cognate	80	9	Yes	Main4	3	Yes		1	7	7	0	0	80	66.25	4	4	23	3.666666667	2
34kurk	34	Experimental	kurk	Cognate	82	9	Yes	Main4	7	No		1	4	4	0	0	80	66.25	4	4	23	3.666666667	2
34puntenslijper	34	Experimental	puntenslijper	Non-cognate	52	9		Main4	3	No		1	11	11	0	0	80	66.25	4	4	23	3.666666667	2
34speen	34	Experimental	speen	Non-cognate	56	9		Main4	3	Yes		1	4	4	0	0	80	66.25	4	4	23	3.666666667	2
