"ID"	"Participant"	"Condition"	"Word"	"Cognate"	"TrialNumberRaw"	"PreTestRaw"	"GermanKnown"	"TestingMoment"	"RetentionInterval"	"KnownBefore"	"MeanTime"	"Score"	"Phonemes"	"PhonemesCorrectRelative"	"PhonemesIncorrectRelative"	"ExtraPhonemes"	"L1Frequency"	"L2Frequency"	"Concreteness"	"Memory"	"Lextale"	"Proficiency"	"YearsOfDutch"	"Age"	"Exposure"	"HowManyOtherLanguages"
"2passer"	"2"	"Experimental"	"passer"	"Non-cognate"	3	"g"	""	"Post"	"7"	"No"	""	0	5	0	5	0	0.25	0.05	4.86	74	80	4	8	28	3.333333333	2
"2buis"	"2"	"Experimental"	"buis"	"Non-cognate"	5	"7"	""	"Post"	"3"	"Yes"	""	0	3	0	3	0	1	0.85	4.73	74	80	4	8	28	3.333333333	2
"2dobber"	"2"	"Experimental"	"dobber"	"Non-cognate"	6	"9"	""	"Post"	"7"	"No"	""	1	5	5	0	0	0.47	0.17	4.25	74	80	4	8	28	3.333333333	2
"2vijzel"	"2"	"Experimental"	"vijzel"	"Non-cognate"	7	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	74	80	4	8	28	3.333333333	2
"2tulband"	"2"	"Experimental"	"tulband"	"Cognate"	14	"9"	"Yes"	"Post"	"3"	"No"	""	0.43	7	3	4	0	0.39	0.27	4.6	74	80	4	8	28	3.333333333	2
"2rits"	"2"	"Experimental"	"rits"	"Cognate"	16	"8"	"Yes"	"Post"	"7"	"Yes"	""	1	4	4	0	0	0.65	0.73	4.73	74	80	4	8	28	3.333333333	2
"2kraag"	"2"	"Experimental"	"kraag"	"Cognate"	17	"h"	"Yes"	"Post"	"3"	"Yes"	""	1	4	4	0	0	0.87	0.66	4.73	74	80	4	8	28	3.333333333	2
"2slinger"	"2"	"Experimental"	"slinger"	"Non-cognate"	19	"9"	""	"Post"	"3"	"No"	""	0	6	0	6	0	0.12	0.39	4.4	74	80	4	8	28	3.333333333	2
"2tol"	"2"	"Experimental"	"tol"	"Non-cognate"	20	"h"	""	"Post"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	74	80	4	8	28	3.333333333	2
"2speen"	"2"	"Experimental"	"speen"	"Non-cognate"	22	"h"	""	"Post"	"3"	"No"	""	0	4	0	4	0	0.2	0.14	4.31	74	80	4	8	28	3.333333333	2
"2sambabal"	"2"	"Experimental"	"sambabal"	"Non-cognate"	23	"h"	""	"Post"	"7"	"No"	""	0	8	0	8	0	0	0	NA	74	80	4	8	28	3.333333333	2
"2rammelaar"	"2"	"Experimental"	"rammelaar"	"Non-cognate"	24	"h"	""	"Post"	"7"	"Yes"	""	1	7	7	0	0	0.14	0.06	4.67	74	80	4	8	28	3.333333333	2
"2puntenslijper"	"2"	"Experimental"	"puntenslijper"	"Non-cognate"	25	"h"	""	"Post"	"3"	"Yes"	""	1	11	11	0	0	0.05	0.01	NA	74	80	4	8	28	3.333333333	2
"2servet"	"2"	"Experimental"	"servet"	"Cognate"	31	"h"	"Yes"	"Post"	"7"	"Yes"	""	0.86	6	5	1	-1	0.59	0.44	4.87	74	80	4	8	28	3.333333333	2
"2stofzuiger"	"2"	"Experimental"	"stofzuiger"	"Cognate"	32	"h"	"Yes"	"Post"	"7"	"Yes"	""	1	9	9	0	0	0.94	0.54	4.93	74	80	4	8	28	3.333333333	2
"2citruspers"	"2"	"Experimental"	"citruspers"	"Cognate"	33	"9"	"Yes"	"Post"	"3"	"No"	""	0	10	0	10	0	NA	0.02	NA	74	80	4	8	28	3.333333333	2
"2stamper"	"2"	"Experimental"	"stamper"	"Cognate"	35	"9"	"Yes"	"Post"	"7"	"No"	""	1	7	7	0	0	0.05	0.32	4.5	74	80	4	8	28	3.333333333	2
"2slang"	"2"	"Experimental"	"slang"	"Cognate"	37	"h"	"Yes"	"Post"	"3"	"Yes"	""	1	4	4	0	0	0.79	1.35	4.87	74	80	4	8	28	3.333333333	2
"2buis"	"2"	"Experimental"	"buis"	"Non-cognate"	9	"7"	""	"FollowUp"	"3"	"Yes"	"NotAsked"	0	3	0	3	0	1	0.85	4.73	74	80	4	8	28	3.333333333	2
"2passer"	"2"	"Experimental"	"passer"	"Non-cognate"	12	"g"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	5	0	5	0	0.25	0.05	4.86	74	80	4	8	28	3.333333333	2
"2dobber"	"2"	"Experimental"	"dobber"	"Non-cognate"	15	"9"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	5	0	5	0	0.47	0.17	4.25	74	80	4	8	28	3.333333333	2
"2vijzel"	"2"	"Experimental"	"vijzel"	"Non-cognate"	19	"9"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	5	0	5	0	0.38	0.02	4	74	80	4	8	28	3.333333333	2
"2kruiwagen"	"2"	"Experimental"	"kruiwagen"	"Non-cognate"	21	"h"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	7	0	7	0	0.3	0.35	4.8	74	80	4	8	28	3.333333333	2
"2klos"	"2"	"Experimental"	"klos"	"Non-cognate"	23	"8"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	4	0	4	0	1.96	0.02	3.82	74	80	4	8	28	3.333333333	2
"2kraag"	"2"	"Experimental"	"kraag"	"Cognate"	29	"h"	"Yes"	"FollowUp"	"3"	"Yes"	"No"	0.75	4	3	1	0	0.87	0.66	4.73	74	80	4	8	28	3.333333333	2
"2rits"	"2"	"Experimental"	"rits"	"Cognate"	35	"8"	"Yes"	"FollowUp"	"7"	"Yes"	"NotAsked"	0	4	0	4	0	0.65	0.73	4.73	74	80	4	8	28	3.333333333	2
"2tulband"	"2"	"Experimental"	"tulband"	"Cognate"	40	"9"	"Yes"	"FollowUp"	"3"	"No"	"NotAsked"	0	7	0	7	0	0.39	0.27	4.6	74	80	4	8	28	3.333333333	2
"2slinger"	"2"	"Experimental"	"slinger"	"Non-cognate"	53	"9"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	6	0	6	0	0.12	0.39	4.4	74	80	4	8	28	3.333333333	2
"2rammelaar"	"2"	"Experimental"	"rammelaar"	"Non-cognate"	56	"h"	""	"FollowUp"	"7"	"Yes"	"No"	0.57	7	4	3	0	0.14	0.06	4.67	74	80	4	8	28	3.333333333	2
"2sambabal"	"2"	"Experimental"	"sambabal"	"Non-cognate"	71	"h"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	8	0	8	0	0	0	NA	74	80	4	8	28	3.333333333	2
"2tol"	"2"	"Experimental"	"tol"	"Non-cognate"	72	"h"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	3	0	3	0	0.19	0.68	3.67	74	80	4	8	28	3.333333333	2
"2speen"	"2"	"Experimental"	"speen"	"Non-cognate"	76	"h"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	4	0	4	0	0.2	0.14	4.31	74	80	4	8	28	3.333333333	2
"2puntenslijper"	"2"	"Experimental"	"puntenslijper"	"Non-cognate"	78	"h"	""	"FollowUp"	"3"	"Yes"	"No"	0.45	11	5	6	0	0.05	0.01	NA	74	80	4	8	28	3.333333333	2
"2stamper"	"2"	"Experimental"	"stamper"	"Cognate"	82	"9"	"Yes"	"FollowUp"	"7"	"No"	"No"	1	7	7	0	0	0.05	0.32	4.5	74	80	4	8	28	3.333333333	2
"2servet"	"2"	"Experimental"	"servet"	"Cognate"	86	"h"	"Yes"	"FollowUp"	"7"	"Yes"	"No"	1	6	6	0	0	0.59	0.44	4.87	74	80	4	8	28	3.333333333	2
"2slang"	"2"	"Experimental"	"slang"	"Cognate"	96	"h"	"Yes"	"FollowUp"	"3"	"Yes"	"No"	1	4	4	0	0	0.79	1.35	4.87	74	80	4	8	28	3.333333333	2
"2citruspers"	"2"	"Experimental"	"citruspers"	"Cognate"	102	"9"	"Yes"	"FollowUp"	"3"	"No"	"No"	1	10	10	0	0	NA	0.02	NA	74	80	4	8	28	3.333333333	2
"3hengel"	"3"	"Experimental"	"hengel"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	1.23	0.47	4.6	78	72.5	3	2	25	2.666666667	3
"3gieter"	"3"	"Experimental"	"gieter"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	78	72.5	3	2	25	2.666666667	3
"3zaag"	"3"	"Experimental"	"zaag"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0	3	0	3	0	0.61	0.66	4.73	78	72.5	3	2	25	2.666666667	3
"3zeis"	"3"	"Experimental"	"zeis"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	78	72.5	3	2	25	2.666666667	3
"3schroef"	"3"	"Experimental"	"schroef"	"Cognate"	40	"h"	"Yes"	"Main2"	"3"	"Yes"	""	0	5	0	5	0	0.65	0.47	4.87	78	72.5	3	2	25	2.666666667	3
"3aambeeld"	"3"	"Experimental"	"aambeeld"	"Cognate"	42	"h"	"Yes"	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.23	0.18	3.79	78	72.5	3	2	25	2.666666667	3
"3gesp"	"3"	"Experimental"	"gesp"	"Non-cognate"	12	"7"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	78	72.5	3	2	25	2.666666667	3
"3veter"	"3"	"Experimental"	"veter"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	78	72.5	3	2	25	2.666666667	3
"3slab"	"3"	"Experimental"	"slab"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	78	72.5	3	2	25	2.666666667	3
"3waaier"	"3"	"Experimental"	"waaier"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	78	72.5	3	2	25	2.666666667	3
"3tooi"	"3"	"Experimental"	"tooi"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	1	3	3	0	0	0.03	0.03	3.75	78	72.5	3	2	25	2.666666667	3
"3stokpaard"	"3"	"Experimental"	"stokpaard"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	1	8	8	0	0	0.08	0.01	NA	78	72.5	3	2	25	2.666666667	3
"3wip"	"3"	"Experimental"	"wip"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"Yes"	""	1	3	3	0	0	0.09	0.91	4.47	78	72.5	3	2	25	2.666666667	3
"3zwemvleugel"	"3"	"Experimental"	"zwemvleugel"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	1	10	10	0	0	0.09	NA	NA	78	72.5	3	2	25	2.666666667	3
"3stelt"	"3"	"Experimental"	"stelt"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"Yes"	""	1	5	5	0	0	0.12	1.74	3.92	78	72.5	3	2	25	2.666666667	3
"3tamboerijn"	"3"	"Experimental"	"tamboerijn"	"Cognate"	40	"g"	"Yes"	"Main2"	"3"	"Yes"	""	1	8	8	0	0	0.11	0.16	4.6	78	72.5	3	2	25	2.666666667	3
"3knuffel"	"3"	"Experimental"	"knuffel"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	78	72.5	3	2	25	2.666666667	3
"3rietje"	"3"	"Experimental"	"rietje"	"Non-cognate"	12	"7"	""	"Main2"	"3"	"Yes"	""	1	5	5	0	0	0.56	0.56	5	78	72.5	3	2	25	2.666666667	3
"3garde"	"3"	"Experimental"	"garde"	"Non-cognate"	16	"7"	""	"Main2"	"3"	"Yes"	""	0	5	0	5	0	0.03	0.76	3.45	78	72.5	3	2	25	2.666666667	3
"3kooi"	"3"	"Experimental"	"kooi"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"Yes"	""	0	3	0	3	0	1.15	1.17	4.53	78	72.5	3	2	25	2.666666667	3
"3broodrooster"	"3"	"Experimental"	"broodrooster"	"Non-cognate"	32	"g"	""	"Main2"	"7"	"Yes"	""	1	10	10	0	0	0.81	0.53	4.87	78	72.5	3	2	25	2.666666667	3
"3kapstok"	"3"	"Experimental"	"kapstok"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"Yes"	""	1	7	7	0	0	0.03	0.23	4.8	78	72.5	3	2	25	2.666666667	3
"3lessenaar"	"3"	"Experimental"	"lessenaar"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	1	7	7	0	0	0.34	0.1	4.64	78	72.5	3	2	25	2.666666667	3
"3gieter"	"3"	"Experimental"	"gieter"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	78	72.5	3	2	25	2.666666667	3
"3hengel"	"3"	"Experimental"	"hengel"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	1	5	5	0	0	1.23	0.47	4.6	78	72.5	3	2	25	2.666666667	3
"3zeis"	"3"	"Experimental"	"zeis"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	78	72.5	3	2	25	2.666666667	3
"3zaag"	"3"	"Experimental"	"zaag"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	3	3	0	0	0.61	0.66	4.73	78	72.5	3	2	25	2.666666667	3
"3schroef"	"3"	"Experimental"	"schroef"	"Cognate"	80	"h"	"Yes"	"Main4"	"3"	"Yes"	""	1	5	5	0	0	0.65	0.47	4.87	78	72.5	3	2	25	2.666666667	3
"3aambeeld"	"3"	"Experimental"	"aambeeld"	"Cognate"	82	"h"	"Yes"	"Main4"	"7"	"Yes"	""	1	6	6	0	0	0.23	0.18	3.79	78	72.5	3	2	25	2.666666667	3
"3veter"	"3"	"Experimental"	"veter"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	78	72.5	3	2	25	2.666666667	3
"3gesp"	"3"	"Experimental"	"gesp"	"Non-cognate"	56	"7"	""	"Main4"	"3"	"No"	""	1	4	4	0	0	0.21	0.29	4.53	78	72.5	3	2	25	2.666666667	3
"3waaier"	"3"	"Experimental"	"waaier"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	78	72.5	3	2	25	2.666666667	3
"3slab"	"3"	"Experimental"	"slab"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	78	72.5	3	2	25	2.666666667	3
"3tooi"	"3"	"Experimental"	"tooi"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	1	3	3	0	0	0.03	0.03	3.75	78	72.5	3	2	25	2.666666667	3
"3wip"	"3"	"Experimental"	"wip"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"Yes"	""	1	3	3	0	0	0.09	0.91	4.47	78	72.5	3	2	25	2.666666667	3
"3stokpaard"	"3"	"Experimental"	"stokpaard"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	1	8	8	0	0	0.08	0.01	NA	78	72.5	3	2	25	2.666666667	3
"3stelt"	"3"	"Experimental"	"stelt"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	5	5	0	0	0.12	1.74	3.92	78	72.5	3	2	25	2.666666667	3
"3zwemvleugel"	"3"	"Experimental"	"zwemvleugel"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	10	10	0	0	0.09	NA	NA	78	72.5	3	2	25	2.666666667	3
"3tamboerijn"	"3"	"Experimental"	"tamboerijn"	"Cognate"	80	"g"	"Yes"	"Main4"	"3"	"Yes"	""	1	8	8	0	0	0.11	0.16	4.6	78	72.5	3	2	25	2.666666667	3
"3knuffel"	"3"	"Experimental"	"knuffel"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	78	72.5	3	2	25	2.666666667	3
"3garde"	"3"	"Experimental"	"garde"	"Non-cognate"	52	"7"	""	"Main4"	"3"	"Yes"	""	0	5	0	5	0	0.03	0.76	3.45	78	72.5	3	2	25	2.666666667	3
"3rietje"	"3"	"Experimental"	"rietje"	"Non-cognate"	56	"7"	""	"Main4"	"3"	"Yes"	""	1	5	5	0	0	0.56	0.56	5	78	72.5	3	2	25	2.666666667	3
"3broodrooster"	"3"	"Experimental"	"broodrooster"	"Non-cognate"	68	"g"	""	"Main4"	"7"	"Yes"	""	1	10	10	0	0	0.81	0.53	4.87	78	72.5	3	2	25	2.666666667	3
"3kooi"	"3"	"Experimental"	"kooi"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"Yes"	""	0	3	0	3	0	1.15	1.17	4.53	78	72.5	3	2	25	2.666666667	3
"3kapstok"	"3"	"Experimental"	"kapstok"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"Yes"	""	1	7	7	0	0	0.03	0.23	4.8	78	72.5	3	2	25	2.666666667	3
"3lessenaar"	"3"	"Experimental"	"lessenaar"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	1	7	7	0	0	0.34	0.1	4.64	78	72.5	3	2	25	2.666666667	3
"3gieter"	"3"	"Experimental"	"gieter"	"Cognate"	1	"9"	"Yes"	"Post"	"3"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	78	72.5	3	2	25	2.666666667	3
"3hengel"	"3"	"Experimental"	"hengel"	"Cognate"	2	"9"	"Yes"	"Post"	"3"	"No"	""	0.8	5	4	1	0	1.23	0.47	4.6	78	72.5	3	2	25	2.666666667	3
"3aambeeld"	"3"	"Experimental"	"aambeeld"	"Cognate"	3	"h"	"Yes"	"Post"	"7"	"Yes"	""	1	6	6	0	0	0.23	0.18	3.79	78	72.5	3	2	25	2.666666667	3
"3zeis"	"3"	"Experimental"	"zeis"	"Cognate"	4	"9"	"Yes"	"Post"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	78	72.5	3	2	25	2.666666667	3
"3schroef"	"3"	"Experimental"	"schroef"	"Cognate"	6	"h"	"Yes"	"Post"	"3"	"Yes"	""	0	5	0	5	0	0.65	0.47	4.87	78	72.5	3	2	25	2.666666667	3
"3zaag"	"3"	"Experimental"	"zaag"	"Cognate"	7	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	3	3	0	0	0.61	0.66	4.73	78	72.5	3	2	25	2.666666667	3
"3waaier"	"3"	"Experimental"	"waaier"	"Non-cognate"	12	"9"	""	"Post"	"7"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	78	72.5	3	2	25	2.666666667	3
"3gesp"	"3"	"Experimental"	"gesp"	"Non-cognate"	13	"7"	""	"Post"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	78	72.5	3	2	25	2.666666667	3
"3veter"	"3"	"Experimental"	"veter"	"Non-cognate"	15	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	78	72.5	3	2	25	2.666666667	3
"3slab"	"3"	"Experimental"	"slab"	"Non-cognate"	16	"9"	""	"Post"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	78	72.5	3	2	25	2.666666667	3
"3tooi"	"3"	"Experimental"	"tooi"	"Non-cognate"	17	"9"	""	"Post"	"7"	"No"	""	1	3	3	0	0	0.03	0.03	3.75	78	72.5	3	2	25	2.666666667	3
"3wip"	"3"	"Experimental"	"wip"	"Cognate"	19	"9"	"Yes"	"Post"	"3"	"Yes"	""	1	3	3	0	0	0.09	0.91	4.47	78	72.5	3	2	25	2.666666667	3
"3stokpaard"	"3"	"Experimental"	"stokpaard"	"Cognate"	20	"9"	"Yes"	"Post"	"3"	"No"	""	1	8	8	0	0	0.08	0.01	NA	78	72.5	3	2	25	2.666666667	3
"3stelt"	"3"	"Experimental"	"stelt"	"Cognate"	21	"9"	"Yes"	"Post"	"7"	"Yes"	""	0	5	0	5	0	0.12	1.74	3.92	78	72.5	3	2	25	2.666666667	3
"3zwemvleugel"	"3"	"Experimental"	"zwemvleugel"	"Cognate"	22	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	10	10	0	0	0.09	NA	NA	78	72.5	3	2	25	2.666666667	3
"3tamboerijn"	"3"	"Experimental"	"tamboerijn"	"Cognate"	24	"g"	"Yes"	"Post"	"3"	"Yes"	""	1	8	8	0	0	0.11	0.16	4.6	78	72.5	3	2	25	2.666666667	3
"3knuffel"	"3"	"Experimental"	"knuffel"	"Cognate"	26	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	78	72.5	3	2	25	2.666666667	3
"3broodrooster"	"3"	"Experimental"	"broodrooster"	"Non-cognate"	27	"g"	""	"Post"	"7"	"Yes"	""	1	10	10	0	0	0.81	0.53	4.87	78	72.5	3	2	25	2.666666667	3
"3garde"	"3"	"Experimental"	"garde"	"Non-cognate"	28	"7"	""	"Post"	"3"	"Yes"	""	0	5	0	5	0	0.03	0.76	3.45	78	72.5	3	2	25	2.666666667	3
"3rietje"	"3"	"Experimental"	"rietje"	"Non-cognate"	29	"7"	""	"Post"	"3"	"Yes"	""	0	5	0	5	0	0.56	0.56	5	78	72.5	3	2	25	2.666666667	3
"3lessenaar"	"3"	"Experimental"	"lessenaar"	"Non-cognate"	30	"9"	""	"Post"	"7"	"No"	""	0	7	0	7	0	0.34	0.1	4.64	78	72.5	3	2	25	2.666666667	3
"3kapstok"	"3"	"Experimental"	"kapstok"	"Non-cognate"	31	"9"	""	"Post"	"3"	"Yes"	""	0	7	0	7	0	0.03	0.23	4.8	78	72.5	3	2	25	2.666666667	3
"3kooi"	"3"	"Experimental"	"kooi"	"Non-cognate"	36	"9"	""	"Post"	"7"	"Yes"	""	0	3	0	3	0	1.15	1.17	4.53	78	72.5	3	2	25	2.666666667	3
"6lantaarn"	"6"	"Experimental"	"lantaarn"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	0	7	0	7	0	0.43	0.42	4.87	70	56.25	2	1.5	21	3.666666667	1
"6slang"	"6"	"Experimental"	"slang"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.79	1.35	4.87	70	56.25	2	1.5	21	3.666666667	1
"6wafelijzer"	"6"	"Experimental"	"wafelijzer"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	0	9	0	9	0	0.25	0.1	4.6	70	56.25	2	1.5	21	3.666666667	1
"6servet"	"6"	"Experimental"	"servet"	"Cognate"	32	"8"	"Yes"	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.59	0.44	4.87	70	56.25	2	1.5	21	3.666666667	1
"6onderzetter"	"6"	"Experimental"	"onderzetter"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"Yes"	""	1	10	10	0	0	0.28	0.06	4.27	70	56.25	2	1.5	21	3.666666667	1
"6kurk"	"6"	"Experimental"	"kurk"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"Yes"	""	1	4	4	0	0	0.47	0.42	4.27	70	56.25	2	1.5	21	3.666666667	1
"6puntenslijper"	"6"	"Experimental"	"puntenslijper"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"Yes"	""	0	11	0	11	0	0.05	0.01	NA	70	56.25	2	1.5	21	3.666666667	1
"6slinger"	"6"	"Experimental"	"slinger"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	1	6	6	0	0	0.12	0.39	4.4	70	56.25	2	1.5	21	3.666666667	1
"6skelter"	"6"	"Experimental"	"skelter"	"Non-cognate"	28	"7"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	70	56.25	2	1.5	21	3.666666667	1
"6tol"	"6"	"Experimental"	"tol"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	70	56.25	2	1.5	21	3.666666667	1
"6speen"	"6"	"Experimental"	"speen"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	0.2	0.14	4.31	70	56.25	2	1.5	21	3.666666667	1
"6sambabal"	"6"	"Experimental"	"sambabal"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	1	8	8	0	0	0	0	NA	70	56.25	2	1.5	21	3.666666667	1
"6kraag"	"6"	"Experimental"	"kraag"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.87	0.66	4.73	70	56.25	2	1.5	21	3.666666667	1
"6keppel"	"6"	"Experimental"	"keppel"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	1	5	5	0	0	NA	0.02	4.25	70	56.25	2	1.5	21	3.666666667	1
"6pruik"	"6"	"Experimental"	"pruik"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0.6	4	2	2	-1	0.84	0.88	4.8	70	56.25	2	1.5	21	3.666666667	1
"6tulband"	"6"	"Experimental"	"tulband"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	0	7	0	7	0	0.39	0.27	4.6	70	56.25	2	1.5	21	3.666666667	1
"6schort"	"6"	"Experimental"	"schort"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0	5	0	5	0	0.48	0.58	4.87	70	56.25	2	1.5	21	3.666666667	1
"6buis"	"6"	"Experimental"	"buis"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	1	3	3	0	0	1	0.85	4.73	70	56.25	2	1.5	21	3.666666667	1
"6vijzel"	"6"	"Experimental"	"vijzel"	"Non-cognate"	16	"h"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	70	56.25	2	1.5	21	3.666666667	1
"6spijker"	"6"	"Experimental"	"spijker"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	6	0	6	0	0.89	0.66	4.87	70	56.25	2	1.5	21	3.666666667	1
"6klos"	"6"	"Experimental"	"klos"	"Non-cognate"	32	"h"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	1.96	0.02	3.82	70	56.25	2	1.5	21	3.666666667	1
"6kruiwagen"	"6"	"Experimental"	"kruiwagen"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	7	0	7	0	0.3	0.35	4.8	70	56.25	2	1.5	21	3.666666667	1
"6passer"	"6"	"Experimental"	"passer"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"Yes"	""	0	5	0	5	0	0.25	0.05	4.86	70	56.25	2	1.5	21	3.666666667	1
"6slang"	"6"	"Experimental"	"slang"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	1	4	4	0	0	0.79	1.35	4.87	70	56.25	2	1.5	21	3.666666667	1
"6lantaarn"	"6"	"Experimental"	"lantaarn"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	0	7	0	7	0	0.43	0.42	4.87	70	56.25	2	1.5	21	3.666666667	1
"6servet"	"6"	"Experimental"	"servet"	"Cognate"	68	"8"	"Yes"	"Main4"	"7"	"Yes"	""	1	6	6	0	0	0.59	0.44	4.87	70	56.25	2	1.5	21	3.666666667	1
"6wafelijzer"	"6"	"Experimental"	"wafelijzer"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"No"	""	0	9	0	9	0	0.25	0.1	4.6	70	56.25	2	1.5	21	3.666666667	1
"6onderzetter"	"6"	"Experimental"	"onderzetter"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"Yes"	""	1	10	10	0	0	0.28	0.06	4.27	70	56.25	2	1.5	21	3.666666667	1
